# To measure flux divietions for ICCP rebutle Original cloud is unknown
32, 32, 64 # nx,ny,nz
0.050, 0.050 # dx,dy [km, km]
0.000, 0.040, 0.080, 0.120, 0.160, 0.200, 0.240, 0.280, 0.320, 0.360, 0.400, 0.440, 0.480, 0.520, 0.560, 0.600, 0.640, 0.680, 0.720, 0.760, 0.800, 0.840, 0.880, 0.920, 0.960, 1.000, 1.040, 1.080, 1.120, 1.160, 1.200, 1.240, 1.280, 1.320, 1.360, 1.400, 1.440, 1.480, 1.520, 1.560, 1.600, 1.640, 1.680, 1.720, 1.760, 1.800, 1.840, 1.880, 1.920, 1.960, 2.000, 2.040, 2.080, 2.120, 2.160, 2.200, 2.240, 2.280, 2.320, 2.360, 2.400, 2.440, 2.480, 2.520 # altitude levels [km]
x,y,z,lwc,reff,veff
2 ,6 ,23 ,0.00000 ,10.000 ,0.10000
2 ,6 ,24 ,0.00000 ,10.000 ,0.10000
2 ,6 ,25 ,0.00000 ,10.000 ,0.10000
2 ,6 ,26 ,0.00000 ,10.000 ,0.10000
2 ,6 ,27 ,0.00000 ,10.000 ,0.10000
2 ,6 ,28 ,0.00000 ,10.000 ,0.10000
2 ,6 ,29 ,0.00000 ,10.000 ,0.10000
2 ,6 ,30 ,0.00000 ,10.000 ,0.10000
2 ,6 ,31 ,0.00000 ,10.000 ,0.10000
3 ,0 ,15 ,0.00000 ,10.000 ,0.10000
3 ,0 ,16 ,0.00000 ,10.000 ,0.10000
3 ,0 ,17 ,0.00000 ,10.000 ,0.10000
3 ,0 ,18 ,0.00000 ,10.000 ,0.10000
3 ,0 ,19 ,0.00000 ,10.000 ,0.10000
3 ,0 ,20 ,0.00000 ,10.000 ,0.10000
3 ,0 ,21 ,0.00000 ,10.000 ,0.10000
3 ,0 ,22 ,0.00000 ,10.000 ,0.10000
3 ,0 ,23 ,0.00000 ,10.000 ,0.10000
3 ,0 ,24 ,0.00000 ,10.000 ,0.10000
3 ,0 ,25 ,0.00000 ,10.000 ,0.10000
3 ,0 ,26 ,0.00000 ,10.000 ,0.10000
3 ,0 ,27 ,0.00000 ,10.000 ,0.10000
3 ,0 ,28 ,0.00000 ,10.000 ,0.10000
3 ,0 ,29 ,0.00000 ,10.000 ,0.10000
3 ,0 ,30 ,0.00000 ,10.000 ,0.10000
3 ,0 ,31 ,0.00000 ,10.000 ,0.10000
3 ,0 ,32 ,0.00000 ,10.000 ,0.10000
3 ,0 ,33 ,0.00000 ,10.000 ,0.10000
3 ,0 ,34 ,0.00000 ,10.000 ,0.10000
3 ,0 ,35 ,0.00000 ,10.000 ,0.10000
3 ,0 ,36 ,0.00000 ,10.000 ,0.10000
3 ,0 ,37 ,0.00000 ,10.000 ,0.10000
3 ,0 ,38 ,0.00000 ,10.000 ,0.10000
3 ,0 ,39 ,0.00000 ,10.000 ,0.10000
3 ,0 ,40 ,0.00000 ,10.000 ,0.10000
3 ,0 ,41 ,0.00000 ,10.000 ,0.10000
3 ,1 ,13 ,0.00000 ,10.000 ,0.10000
3 ,1 ,14 ,0.00760 ,10.000 ,0.10000
3 ,1 ,15 ,0.01475 ,10.000 ,0.10000
3 ,1 ,16 ,0.00223 ,10.000 ,0.10000
3 ,1 ,17 ,0.00836 ,10.000 ,0.10000
3 ,1 ,18 ,0.00157 ,10.000 ,0.10000
3 ,1 ,19 ,0.01572 ,10.000 ,0.10000
3 ,1 ,20 ,0.02800 ,10.000 ,0.10000
3 ,1 ,21 ,0.04006 ,10.000 ,0.10000
3 ,1 ,22 ,0.04058 ,10.000 ,0.10000
3 ,1 ,23 ,0.04821 ,10.000 ,0.10000
3 ,1 ,24 ,0.02895 ,10.000 ,0.10000
3 ,1 ,25 ,0.04675 ,10.000 ,0.10000
3 ,1 ,26 ,0.02218 ,10.000 ,0.10000
3 ,1 ,27 ,0.04182 ,10.000 ,0.10000
3 ,1 ,28 ,0.06527 ,10.000 ,0.10000
3 ,1 ,29 ,0.08491 ,10.000 ,0.10000
3 ,1 ,30 ,0.08505 ,10.000 ,0.10000
3 ,1 ,31 ,0.09758 ,10.000 ,0.10000
3 ,1 ,32 ,0.11120 ,10.000 ,0.10000
3 ,1 ,33 ,0.05306 ,10.000 ,0.10000
3 ,1 ,34 ,0.02429 ,10.000 ,0.10000
3 ,1 ,35 ,0.02970 ,10.000 ,0.10000
3 ,1 ,36 ,0.02923 ,10.000 ,0.10000
3 ,1 ,37 ,0.06946 ,10.000 ,0.10000
3 ,1 ,38 ,0.00797 ,10.000 ,0.10000
3 ,1 ,39 ,0.00010 ,10.000 ,0.10000
3 ,1 ,40 ,0.00000 ,10.000 ,0.10000
3 ,1 ,41 ,0.00000 ,10.000 ,0.10000
3 ,1 ,42 ,0.00000 ,10.000 ,0.10000
3 ,1 ,43 ,0.00000 ,10.000 ,0.10000
3 ,2 ,14 ,0.00000 ,10.000 ,0.10000
3 ,2 ,15 ,0.00005 ,10.000 ,0.10000
3 ,2 ,16 ,0.00145 ,10.000 ,0.10000
3 ,2 ,17 ,0.00444 ,10.000 ,0.10000
3 ,2 ,18 ,0.00816 ,10.000 ,0.10000
3 ,2 ,19 ,0.02758 ,10.000 ,0.10000
3 ,2 ,20 ,0.06540 ,10.000 ,0.10000
3 ,2 ,21 ,0.04120 ,10.000 ,0.10000
3 ,2 ,22 ,0.05457 ,10.000 ,0.10000
3 ,2 ,23 ,0.07335 ,10.000 ,0.10000
3 ,2 ,24 ,0.04781 ,10.000 ,0.10000
3 ,2 ,25 ,0.04162 ,10.000 ,0.10000
3 ,2 ,26 ,0.05434 ,10.000 ,0.10000
3 ,2 ,27 ,0.04216 ,10.000 ,0.10000
3 ,2 ,28 ,0.00806 ,10.000 ,0.10000
3 ,2 ,29 ,0.04831 ,10.000 ,0.10000
3 ,2 ,30 ,0.04657 ,10.000 ,0.10000
3 ,2 ,31 ,0.02603 ,10.000 ,0.10000
3 ,2 ,32 ,0.00030 ,10.000 ,0.10000
3 ,2 ,33 ,0.00582 ,10.000 ,0.10000
3 ,2 ,34 ,0.00001 ,10.000 ,0.10000
3 ,2 ,35 ,0.00000 ,10.000 ,0.10000
3 ,2 ,36 ,0.00000 ,10.000 ,0.10000
3 ,2 ,37 ,0.00000 ,10.000 ,0.10000
3 ,2 ,38 ,0.00000 ,10.000 ,0.10000
3 ,2 ,39 ,0.00000 ,10.000 ,0.10000
3 ,2 ,40 ,0.00000 ,10.000 ,0.10000
3 ,2 ,41 ,0.00003 ,10.000 ,0.10000
3 ,2 ,42 ,0.00002 ,10.000 ,0.10000
3 ,2 ,43 ,0.00025 ,10.000 ,0.10000
3 ,3 ,11 ,0.00000 ,10.000 ,0.10000
3 ,3 ,12 ,0.00000 ,10.000 ,0.10000
3 ,3 ,15 ,0.00000 ,10.000 ,0.10000
3 ,3 ,16 ,0.00076 ,10.000 ,0.10000
3 ,3 ,17 ,0.00133 ,10.000 ,0.10000
3 ,3 ,18 ,0.03190 ,10.000 ,0.10000
3 ,3 ,19 ,0.00475 ,10.000 ,0.10000
3 ,3 ,20 ,0.03623 ,10.000 ,0.10000
